"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3913293";"";"None";"503.99";"1";"0.62";"33";"CC(=O)NCCNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3863851";"Displacement of [3H]5-CT from human 5-HT1BR expressed in HEK cell membranes at 10 uM incubated for 90 mins under dark condition by microbeta scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862033";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL4169270";"";"None";"330.86";"0";"3.63";"8a";"CN(CCCNC(=O)c1ccc(Cl)cc1)CCc1ccccc1";"Inhibition";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4131899";"Antagonist activity at recombinant human 5-HT1B assessed as inhibition of agonist-induced effect at 10 uM by GTPgamma[35S] binding-based assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL2205833";"";"None";"266.34";"0";"1.34";"25";"OC12C3C4CC5C6C4C1C6C(C53)N2Cc1cccnc1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL2215106";"Binding affinity to 5-HT1B receptor at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL3609148";"";"None";"455.55";"1";"5.55";"5k";"COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(CC1CC1)CC2c1ccccc1)OCO4";"Inhibition";"'='";"16.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3610057";"Displacement of [3H]GR125743 from 5HT1B receptor (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL481863";"";"None";"338.41";"0";"4.48";"10b, JNJ-10392980";"c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL987453";"Inhibition of 5HT1B receptor at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155111";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL3608451";"";"None";"429.52";"1";"5.16";"5b";"CCOc1c(OC)cc2c3c1-c1cc4c(cc1CC3N(C)CC2c1ccccc1)OCO4";"Inhibition";"'='";"20.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3610057";"Displacement of [3H]GR125743 from 5HT1B receptor (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL4520293";"(R)-ZINC-3573";"None";"307.40";"0";"2.54";"EUB0000353";"CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1";"Inhibition";"";"52.51";"%";"";"";"Slightly Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507322";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4534980";"(S)-ZINC-3573";"None";"307.40";"0";"2.54";"EUB0000345";"CN(C)[C@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1";"Inhibition";"";"4.88";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507322";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4518342";"THPP-1-NC";"None";"493.45";"1";"5.47";"EUB0000744";"CC(C)CC(=O)N1CCc2nc(-c3ccc(Br)cc3)nc(N(C)Cc3ccccc3)c2C1";"Inhibition";"";"12.89";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507293";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL3633184";"";"None";"412.53";"0";"3.51";"1";"CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN1CC[C@@H](N3Cc4ccccc4NC3=O)C1)C2";"Inhibition";"'='";"10.51";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3635598";"Antagonist activity at 5-HT1B receptor (unknown origin) expressed in CHO cells assessed as calcium mobilization at 3 uM";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632469";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3308072";""
"CHEMBL73112";"";"None";"268.40";"0";"3.90";"9b";"c1cc2c3c(ccc2[nH]1)CCC(N1CCCCCC1)C3";"Inhibition";"'<'";"45.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL617318";"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128739";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3308072";""
"CHEMBL1834199";"BI 99990";"None";"391.47";"0";"4.15";"EUB0000738";"CCC(=O)N[C@@H]1CC[C@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1";"Inhibition";"";"-14.13";"%";"";"Outside typical range";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507280";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4088216";"TP-030-1";"None";"402.45";"0";"2.35";"EUB0000719";"CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21";"Inhibition";"";"0.99";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507327";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4516611";"BTZO-1";"None";"240.29";"0";"2.72";"EUB0000301";"O=c1nc(-c2ccccn2)sc2ccccc12";"Inhibition";"";"-1.902";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507329";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4746566";"";"None";"382.85";"0";"4.89";"37";"CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4681976";"Inhibition of 5-hydroxytryptamine receptor 1B (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680107";"1";"Scientific Literature";"J Med Chem";"2018";"None";"Dose = 10.0 microM"
"CHEMBL3582478";"MSD-CYP11B2";"None";"311.36";"0";"3.80";"EUB0000313";"CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1";"Inhibition";"";"16.81";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507294";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL111612";"ABT-546";"None";"532.72";"2";"5.54";"EUB0000348";"CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC";"Inhibition";"";"2.643";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507258";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL2432057";"";"None";"266.39";"0";"2.66";"14d";"CN(Cc1cccnc1)[C@H]1C2C3CC4C5C3CC2C5C41";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2432136";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM by PDSP assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL2432054";"";"None";"325.43";"0";"3.02";"13h";"CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2432136";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM by PDSP assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL3094320";"";"None";"284.19";"0";"3.38";"7";"Cl.NCc1ccc(OCc2cccc(Cl)c2)cc1";"Inhibition";"'='";"-12.2";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3094869";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091364";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL4579120";"";"None";"634.86";"2";"6.18";"40; E40";"CC(C)CCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2[C@H]2Cn3cc(nn3)COCCCCCCN(CCc3ccc4ccccc4c3)CC[C@H]1O2";"Inhibition";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4396140";"Displacement of [3H] GR125743 from human recombinant 5-HT1B receptor at 10 uM measured after 60 mins by scintillation counter method relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393714";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL69729";"";"None";"282.43";"0";"4.15";"6e";"CCCN(CC1CC1)C1CCc2ccc3[nH]ccc3c2C1";"Inhibition";"'<'";"45.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL617318";"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128739";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3308072";""
"CHEMBL3609144";"";"None";"441.53";"1";"5.33";"5g";"C=CCOc1c(OC)cc2c3c1-c1cc4c(cc1CC3N(C)CC2c1ccccc1)OCO4";"Inhibition";"'='";"19.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3610057";"Displacement of [3H]GR125743 from 5HT1B receptor (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3609146";"";"None";"401.46";"0";"4.47";"5i";"COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2c1ccccc1)OCO4";"Inhibition";"'='";"-5.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3610057";"Displacement of [3H]GR125743 from 5HT1B receptor (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3608284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3094312";"";"None";"333.74";"0";"3.62";"9";"Cl.NCc1ccc(OCc2ccccc2OC(F)(F)F)cc1";"Inhibition";"'='";"-8.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3094869";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091364";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL4518706";"PF-00911705";"None";"508.49";"1";"2.53";"EUB0000702";"CN(c1ccnc(CNc2nc(Nc3ccc4c(c3)CC(=O)N4)ncc2C(F)(F)F)n1)S(C)(=O)=O";"Inhibition";"";"5.78";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507299";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL3086284";"KISS1-305";"None";"1165.32";"None";"None";"EUB0000349";"CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccncc1)NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Inhibition";"";"29.29";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507306";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1.0 µM"
"CHEMBL4577237";"BI 9446";"None";"602.48";"2";"5.77";"EUB0000549";"C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(C(=O)NC3(c4nc(C5CCC5)no4)CC3)n21";"Inhibition";"";"17.52";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507282";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4166905";"";"None";"313.36";"0";"2.46";"7y";"CN(CCNC(=O)c1ccc([N+](=O)[O-])cc1)Cc1ccccc1";"Inhibition";"'='";"7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4131899";"Antagonist activity at recombinant human 5-HT1B assessed as inhibition of agonist-induced effect at 10 uM by GTPgamma[35S] binding-based assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL2205823";"";"None";"295.38";"0";"1.96";"15";"COc1ccccc1CN1C2C3C4CC5C6C4C2C6C1(O)C53";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2215106";"Binding affinity to 5-HT1B receptor at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL4176123";"";"None";"302.80";"0";"3.20";"7h";"CN(CCNC(=O)c1ccc(Cl)cc1)Cc1ccccc1";"Inhibition";"'='";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4131899";"Antagonist activity at recombinant human 5-HT1B assessed as inhibition of agonist-induced effect at 10 uM by GTPgamma[35S] binding-based assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4168852";"";"None";"312.41";"0";"2.95";"7u";"COc1ccc(C(=O)NCCCN(C)Cc2ccccc2)cc1";"Inhibition";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4131899";"Antagonist activity at recombinant human 5-HT1B assessed as inhibition of agonist-induced effect at 10 uM by GTPgamma[35S] binding-based assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL3931747";"";"None";"419.91";"0";"1.75";"21";"OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3863851";"Displacement of [3H]5-CT from human 5-HT1BR expressed in HEK cell membranes at 10 uM incubated for 90 mins under dark condition by microbeta scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862033";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307715";""
