"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL71625";"";"None";"298.43";"0";"3.96";"(+)-5";"CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1";"Ki";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"22.38";"0.41";"2.72";"18.50";"0";"CHEMBL616868";"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128401";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3307512";""
"CHEMBL203400";"";"None";"381.54";"0";"3.29";"12d";"CCOC(=O)[C@@H]1CCCN(CCCC(C)(C)S(=O)(=O)c2ccccc2)C1";"Ki";"'>'";"7000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL865591";"Displacement of [3H]5-HT from the cloned human 5-HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";""
"CHEMBL241463";"";"None";"449.53";"0";"4.35";"31";"Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cccc2n1";"Ki";"'='";"0.7943";"nM";"9.10";"";"";"UO_0000065";"20.24";"0.38";"4.75";"14.29";"0";"CHEMBL885592";"Displacement of [3H]5-HT from human cloned 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";""
"CHEMBL104374";"";"None";"245.33";"0";"2.38";"28";"COc1ccc2[nH]cc(C3CCN(C)CC3)c2n1";"Ki";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"28.36";"0.53";"4.58";"16.91";"0";"CHEMBL616540";"In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145835";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL98299";"";"None";"487.58";"0";"3.77";"17a";"Cn1ncnc1-c1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"16.79";"0.31";"4.42";"11.50";"0";"CHEMBL616962";"Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145103";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308376";""
"CHEMBL2205828";"";"None";"325.41";"0";"1.96";"20";"COc1cc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc(OC)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2215549";"Binding affinity to 5-HT1B receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL414628";"";"None";"499.37";"0";"2.46";"34";"COc1ccc(S(=O)(=O)N2CCc3ccc(I)cc32)cc1N1CCNCC1";"Ki";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"11.81";"0.30";"3.44";"9.53";"0";"CHEMBL616454";"Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308072";""
"CHEMBL1258452";"";"None";"320.43";"0";"2.95";"13";"CCCCN1CCC(COC(=O)c2ccc(N)c(OC)c2)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1259757";"Binding affinity to human 5-HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255169";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL1258671";"";"None";"366.43";"0";"2.85";"17";"CCCCN1CCC(COC(=O)c2cc(F)c(N)c3c2OCCO3)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1259757";"Binding affinity to human 5-HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255169";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL309872";"";"None";"435.96";"0";"4.71";"3";"NC(=O)c1ccc2c(c1)CCOC2CCN1CC=C(c2c[nH]c3cc(Cl)ccc23)CC1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616528";"Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137925";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL361729";"";"None";"334.51";"1";"5.06";"4";"Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1Cc1ccccc1";"Ki";"'='";"1862.0";"nM";"5.73";"";"";"UO_0000065";"17.13";"0.31";"0.67";"36.73";"0";"CHEMBL829547";"Binding affinity towards human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137835";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL306940";"";"None";"236.32";"0";"2.90";"28";"c1ccc(-c2ccc(CC3=NCCN3)cc2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616535";"Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131255";"1";"Scientific Literature";"J Med Chem";"1998";"None";""
"CHEMBL511815";"";"None";"430.55";"0";"3.65";"12";"Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1";"Ki";"'='";"2.512";"nM";"8.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975276";"Antagonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay in presence of 5-HT";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL494631";"";"None";"361.49";"0";"3.74";"3";"Cc1ccc2c(OCCN3CCN(Cc4ccccc4)CC3)cccc2n1";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"18.26";"0.33";"2.86";"23.08";"0";"CHEMBL954041";"Displacement of [3H]5HT from human recombinant 5HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150291";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL525362";"";"None";"446.60";"1";"5.02";"17";"CCNC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1";"Ki";"'='";"25.12";"nM";"7.60";"";"";"UO_0000065";"17.02";"0.31";"2.58";"11.43";"0";"CHEMBL954041";"Displacement of [3H]5HT from human recombinant 5HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150291";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL484345";"";"None";"394.46";"0";"2.71";"6a";"NCCC(=O)Nc1cccc2c1cnn2S(=O)(=O)c1cccc2ccccc12";"Ki";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1010580";"Binding affinity to 5HT1b receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL1632206";"";"None";"388.51";"0";"3.87";"12";"CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1";"Ki";"'='";"0.5012";"nM";"9.30";"";"";"UO_0000065";"23.94";"0.44";"5.43";"19.19";"0";"CHEMBL1635436";"Displacement of [3H]5-HT from human recombinant 5-HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629528";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";""
"CHEMBL469995";"";"None";"456.59";"0";"4.04";"10";"Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5CC4CC4)CC3)cccc2n1";"Ki";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975276";"Antagonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay in presence of 5-HT";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL2442266";"";"None";"333.19";"0";"2.32";"3aa";"C/N=C1/N/C(=C/c2c[nH]c3cccc(Br)c23)C(=O)N1C";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2445950";"Displacement of [3H]5-CT from human recombinant 5HT1B receptor stably expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";""
"CHEMBL111150";"";"None";"316.49";"1";"5.04";"15";"CC(C)(C)CCCCCCOc1ccc2[nH]cc(CCN)c2c1";"Ki";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"27.29";"0.51";"3.60";"16.92";"0";"CHEMBL617320";"Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129297";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL73281";"";"None";"218.34";"0";"3.08";"35";"Cc1cc(C(C)(C)C)cc(C)c1CC(=N)N";"Ki";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"28.50";"0.53";"3.14";"12.48";"0";"CHEMBL616535";"Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131255";"1";"Scientific Literature";"J Med Chem";"1998";"None";""
"CHEMBL147901";"";"None";"435.53";"0";"2.23";"4k";"NCCc1c[nH]c2ccc(OCCNC(=O)COc3ccc4[nH]cc(CCN)c4c3)cc12";"Ki";"'='";"0.16";"nM";"9.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616538";"Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL136236";"";"None";"215.30";"0";"2.83";"12";"CCNCCOc1cccc2ccccc12";"Ki";"'='";"66.0";"nM";"7.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616539";"Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130280";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL1774991";"";"None";"568.46";"1";"3.17";"6b";"COc1ccccc1N1CCN(CCN(C(=O)C23C4C5C2C2C3C4C52I)c2ccccn2)CC1";"Ki";"'='";"121.0";"nM";"6.92";"";"";"UO_0000065";"12.17";"0.28";"3.75";"14.14";"0";"CHEMBL1776966";"Inhibition of 5HT1B receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772973";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL303269";"";"None";"348.51";"0";"3.55";"37";"CCCN(CCC)C1CCc2ccc3[nH]cc(S(C)(=O)=O)c3c2C1";"Ki";"'='";"373.0";"nM";"6.43";"";"";"UO_0000065";"18.45";"0.37";"2.88";"12.09";"0";"CHEMBL616868";"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128401";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3307512";""
"CHEMBL198836";"";"None";"459.62";"0";"3.42";"41";"CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6ccccc56)CC4)c(=O)c23)C1";"Ki";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859777";"Inhibitory activity against human recombinant 5HT1B receptor co-expressed with G-protein chimera Gqo5 in HEK293 cells by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141234";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";""
"CHEMBL484260";"";"None";"416.53";"0";"3.55";"15";"Cc1cc(N2CCN(CCc3ccc4c(c3)NC(=O)CO4)CC2)c2ccc(C)nc2c1";"Ki";"'='";"0.631";"nM";"9.20";"";"";"UO_0000065";"22.09";"0.41";"5.65";"15.94";"0";"CHEMBL938539";"Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";""
"CHEMBL472117";"";"None";"498.43";"0";"4.68";"1a";"FC(F)(F)c1nc2c(N3CCN(CCOc4cccc5nc(C(F)(F)F)[nH]c45)CC3)cccc2[nH]1";"Ki";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"14.49";"0.28";"2.54";"9.88";"0";"CHEMBL963643";"Binding affinity to human 5HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157420";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL393168";"";"None";"462.57";"1";"5.00";"5";"Fc1ccccc1-c1nc(COc2ccc3c(c2)C(N2CCN(C4CCCC4)CC2)CC3)no1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL903407";"Displacement of [3H]5-hydroxytrytamine from human 5HT1B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139118";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";""
"CHEMBL105743";"";"None";"334.42";"0";"3.62";"3c";"CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccccc4)nc23)CC1";"Ki";"'='";"820.0";"nM";"6.09";"";"";"UO_0000065";"18.20";"0.33";"2.47";"9.97";"0";"CHEMBL616540";"In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145835";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL187952";"";"None";"353.44";"0";"3.93";"3B (Chiral)";"CN1CCC(C2CNc3ccc(NC(=O)c4ccc(F)cc4)cc32)CC1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL830257";"In vitro binding for human 5-hydroxytryptamine 1B receptor; ND = Not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137068";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL1241912";"";"None";"482.59";"0";"3.35";"19";"CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2";"Ki";"'='";"1.259";"nM";"8.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1248646";"Antagonist activity against human recombinant 5HT1B receptor expressed in CHO cells assessed as inhibition of 5HT-induced [35S]GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240442";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";""
"CHEMBL442";"ERGOTAMINE";"4.0";"581.67";"1";"1.99";"ergotamine";"CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21";"Ki";"'='";"3.1";"nM";"8.51";"";"";"UO_0000065";"14.63";"0.27";"6.52";"7.20";"0";"CHEMBL3106304";"Displacement of [3H]5-CT from 5-HT1B receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102773";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";""
"CHEMBL306869";"";"None";"316.51";"0";"4.87";"36";"CCCN(CCC)C1CCc2ccc3[nH]cc(SC)c3c2C1";"Ki";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL616868";"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128401";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3307512";""
"CHEMBL444404";"";"None";"554.74";"2";"6.02";"26";"CN1CCC(c2c[nH]c3ccc(NC(=O)CCCC(=O)Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)cc23)CC1";"Ki";"'='";"0.76";"nM";"9.12";"";"";"UO_0000065";"16.44";"0.30";"3.10";"9.47";"0";"CHEMBL965237";"Displacement of [3H]5-hydroxytryptamine from human cloned 5HT1B receptor expressed in CHOK1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150432";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307512";""
"CHEMBL392586";"";"None";"434.93";"0";"4.87";"1";"CN1CCN(c2cccc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc23)CC1";"Ki";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903407";"Displacement of [3H]5-hydroxytrytamine from human 5HT1B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139118";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";""
"CHEMBL500284";"";"None";"695.01";"2";"9.92";"32";"CN1CCC(c2c[nH]c3ccc(NC(=O)CCCCCCCCCCCCCC(=O)Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)cc23)CC1";"Ki";"'='";"0.58";"nM";"9.24";"";"";"UO_0000065";"13.29";"0.25";"-0.68";"9.60";"0";"CHEMBL965237";"Displacement of [3H]5-hydroxytryptamine from human cloned 5HT1B receptor expressed in CHOK1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150432";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307512";""
"CHEMBL522257";"";"None";"416.53";"0";"3.26";"3";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1";"Ki";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1248646";"Antagonist activity against human recombinant 5HT1B receptor expressed in CHO cells assessed as inhibition of 5HT-induced [35S]GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240442";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";""
"CHEMBL1258223";"";"None";"396.92";"0";"3.82";"8";"CCCCN1CCC(COC(=O)c2cc(Cl)c(NC)c3c2OCCO3)CC1";"Ki";"'='";"820.0";"nM";"6.09";"";"";"UO_0000065";"15.33";"0.31";"2.27";"10.14";"0";"CHEMBL1259757";"Binding affinity to human 5-HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255169";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL472290";"";"None";"430.55";"0";"3.65";"7";"CCN1C(=O)COc2c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc21";"Ki";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975276";"Antagonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay in presence of 5-HT";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL2413154";"";"None";"373.46";"0";"0.55";"CUMI-101";"COc1ccccc1N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1";"Ki";"'='";"643.0";"nM";"6.19";"";"";"UO_0000065";"16.58";"0.31";"5.64";"8.53";"0";"CHEMBL2416749";"Binding affinity to 5HT1B receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413016";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
